Item,Spend Category,Exiobase Spend Category,Item Classification,Item Category 1,Item Category 2
"French bean, canned, drained","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Beans, other than broad beans and horse beans"
"French bean, raw","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Beans, other than broad beans and horse beans"
"French bean, cooked","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Beans, other than broad beans and horse beans"
"French bean, frozen, raw","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Beans, other than broad beans and horse beans"
"French bean, frozen, cooked","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Beans, other than broad beans and horse beans"
"Haricot beans with tomato sauce, canned","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Beans, other than broad beans and horse beans"
"French bean, puree","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Beans, other than broad beans and horse beans"
"Harissa (hot spicy sauce), prepacked","Food, beverages and tobacco",Food products nec,Food and live animals,Other edible products,Other sauces and preparations therefor; mixed condiments and mixed seasonings
"Provence herbs, dried","Food, beverages and tobacco",Food products nec,Food and live animals,Vegetables,"Other vegetables; mixtures of vegetables, dried, whole, cut, sliced, broken or in powder, but not further prepared"
"Grenadier, from any fishing spot, raw","Agriculture, hunting, forestry and fishing",Fish and other fishing products; services incidental of fishing,Food and live animals,Seafood,"Other fish, fresh or chilled"
Hot-dog,"Food, beverages and tobacco",Food products nec,Food and live animals,Other edible products,"Edible products of animal origin, n.e.s. "
Hummus,"Food, beverages and tobacco",Food products nec,Food and live animals,Other edible products,Homogenized composite food preparations
Combined oil (blended vegetable oils),"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Processed fats,Vegetable fats and oils
Combined oil (mix of olive oil and seeds oil),"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Processed fats,Vegetable fats and oils
Peanut oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,Groundnut (peanut) refined oil and its fractions
Butter oil or concentrated butter,"Food, beverages and tobacco",Products of meat cattle,Animal and vegetable oils,Vegetable oils and fats,"Fats of bovine animals, sheep or goats, raw or rendered, whether or not pressed or solvent-extracted"
Rapeseed oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Rape, colza or mustard oil, refined oil and fractions thereof"
Cottonseed oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,Cottonseed refined oil and its fractions
Cod liver oil,"Food, beverages and tobacco",Fish products,Animal and vegetable oils,Animal oils and fats,Fish liver oils and their fractions
Herring oil,"Food, beverages and tobacco",Fish products,Animal and vegetable oils,Animal oils and fats,"Fats, oils, and their fractions, of fish, other than liver oils"
Linseed oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Linseed, refined oil and its fractions"
Maize/corn oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Maize (corn), refined oil and its fractions"
Hazelnut oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Other fixed vegetable fats, crude, refined or fractionated, other than “soft”"
"Palm oil, refined","Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Palm, refined oil and its fractions"
Palm oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Palm, refined oil and its fractions"
Grapeseed oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Other fixed vegetable fats, crude, refined or fractionated, other than “soft”"
Sardine oil,"Food, beverages and tobacco",Fish products,Animal and vegetable oils,Animal oils and fats,"Fats, oils, and their fractions, of fish, other than liver oils"
Salmon oil,"Food, beverages and tobacco",Fish products,Animal and vegetable oils,Animal oils and fats,"Fats, oils, and their fractions, of fish, other than liver oils"
Sesame oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,Sesame (Sesamum) oil and its fractions
Soy oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,Soya bean refined oil and its fractions
Sunflower oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Sunflower seed or safflower, refined oil and fractions thereof"
"Olive oil, extra virgin","Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Olive, Virgin oil"
Frying oil,"Food, beverages and tobacco",Products of vegetable oils and fats,Animal and vegetable oils,Vegetable oils and fats,"Other fixed vegetable fats, crude, refined or fractionated, other than “soft”"
"Pacific oyster, raw","Agriculture, hunting, forestry and fishing",Fish and other fishing products; services incidental of fishing,Food and live animals,Seafood,Oysters
"European oyster, raw","Agriculture, hunting, forestry and fishing",Fish and other fishing products; services incidental of fishing,Food and live animals,Seafood,Oysters
"Oyster, raw","Agriculture, hunting, forestry and fishing",Fish and other fishing products; services incidental of fishing,Food and live animals,Seafood,Oysters
"Yam or Indian potato, peeled, boiled/cooked in water","Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers (other than manioc) with high starch or inulin content whether or not sliced or in the form of pellets; sago pith"
"Yam or Indian potato, peeled, raw","Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers (other than manioc) with high starch or inulin content whether or not sliced or in the form of pellets; sago pith"
"Floating island (meringue poached in milk and served in a light custard cream), refrigerated","Food, beverages and tobacco",Dairy products,Food and live animals,Dairy,"Products consisting of natural milk constituents, n.e.s. "
Braised ham on the bone,"Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Hams, shoulders and cuts thereof, bone in"
"Cured ham, raw","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cured ham, raw, smoked","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cured ham, raw, smoked, reduced fat","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, choice","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, choice, w rind","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, choice, rind less and fatless","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, Parisian-style, rind less and fatless","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, smoked","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, superior quality","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, superior quality, reduced salt","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, superior quality, with rind","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, superior quality, rind less","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Cooked ham, superior quality, rind less and fatless","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Bayonne Cured ham, raw, smoked","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Turkey cooked ham, in slices","Agriculture, hunting, forestry and fishing",Poultry,Food and live animals,Meat,"Meat and offal (other than liver) of poultry, prepared or preserved, n.e.s."
"Pork ham, intended to be cooked or pork ham, intended to be roast/bake","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
"Chicken cooked ham, in slices","Agriculture, hunting, forestry and fishing",Poultry,Food and live animals,Meat,"Meat and offal (other than liver) of poultry, prepared or preserved, n.e.s."
"Ham, in a pastry crusty","Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
Dry-cured ham,"Agriculture, hunting, forestry and fishing",Pigs,Food and live animals,Meat,"Other salted, dried or smoked meat of swine"
